2018-1-19, 14:55, 1
2018-1-19, 15:0, 1
2018-1-19, 15:5, 1
2018-1-19, 15:10, 1
2018-1-19, 15:15, 1
2018-1-19, 15:20, 1
2018-1-19, 15:25, 1
2018-1-19, 15:30, 1
2018-1-19, 15:35, 1
2018-1-19, 15:40, 1
2018-1-19, 15:45, 1
2018-1-19, 15:50, 1
2018-1-19, 15:55, 1
2018-1-19, 16:0, 1
2018-1-19, 16:5, 1
2018-1-19, 16:10, 1
2018-1-19, 16:15, 1
2018-1-19, 16:20, 1
2018-1-19, 16:25, 1
2018-1-19, 16:30, 1
2018-1-19, 16:35, 2
2018-1-19, 16:40, 2
2018-1-19, 16:45, 2
2018-1-19, 16:50, 2
2018-1-19, 16:55, 2
2018-1-19, 17:0, 3
2018-1-19, 17:5, 3
2018-1-19, 17:10, 3
2018-1-19, 17:15, 3
2018-1-19, 17:20, 3
2018-1-19, 17:25, 3
2018-1-19, 17:30, 3
2018-1-19, 17:35, 3
2018-1-19, 17:40, 3
2018-1-19, 17:45, 3
2018-1-19, 17:50, 3
2018-1-19, 17:55, 4
2018-1-19, 18:0, 5
2018-1-19, 18:5, 6
2018-1-19, 18:10, 7
2018-1-19, 18:15, 7
2018-1-19, 18:20, 7
2018-1-19, 18:25, 7
2018-1-19, 18:30, 7
2018-1-19, 18:35, 7
2018-1-19, 18:40, 7
2018-1-19, 18:45, 7
2018-1-19, 18:50, 7
2018-1-19, 18:55, 7
2018-1-19, 19:0, 7
2018-1-19, 19:5, 7
2018-1-19, 19:10, 7
2018-1-19, 19:15, 7
2018-1-19, 19:20, 7
2018-1-19, 19:25, 8
2018-1-19, 19:30, 8
2018-1-19, 19:35, 9
2018-1-19, 19:40, 9
2018-1-19, 19:45, 9
2018-1-19, 19:50, 9
2018-1-19, 19:55, 9
2018-1-19, 20:0, 9
2018-1-19, 20:5, 9
2018-1-19, 20:10, 9
2018-1-19, 20:15, 9
2018-1-19, 20:20, 9
2018-1-19, 20:25, 9
2018-1-19, 20:30, 9
2018-1-19, 20:35, 9
2018-1-19, 20:40, 9
2018-1-19, 20:45, 9
2018-1-19, 20:50, 9
2018-1-19, 20:55, 9
2018-1-19, 21:0, 9
2018-1-19, 21:5, 9
2018-1-19, 21:10, 10
2018-1-19, 21:15, 10
2018-1-19, 21:20, 10
2018-1-19, 21:25, 10
2018-1-19, 21:30, 10
2018-1-19, 21:35, 10
2018-1-19, 21:40, 10
2018-1-19, 21:45, 10
2018-1-19, 21:50, 10
2018-1-19, 21:55, 10
2018-1-19, 22:0, 10
2018-1-19, 22:5, 10
2018-1-19, 22:10, 10
