2018-1-19, 14:55, 0
2018-1-19, 15:0, 1
2018-1-19, 15:5, 1
2018-1-19, 15:10, 1
2018-1-19, 15:15, 1
2018-1-19, 15:20, 1
2018-1-19, 15:25, 1
2018-1-19, 15:30, 1
2018-1-19, 15:35, 1
2018-1-19, 15:40, 2
2018-1-19, 15:45, 2
2018-1-19, 15:50, 2
2018-1-19, 15:55, 2
2018-1-19, 16:0, 2
2018-1-19, 16:5, 2
2018-1-19, 16:10, 2
2018-1-19, 16:15, 2
2018-1-19, 16:20, 2
2018-1-19, 16:25, 2
2018-1-19, 16:30, 2
2018-1-19, 16:35, 2
2018-1-19, 16:40, 2
2018-1-19, 16:45, 2
2018-1-19, 16:50, 2
2018-1-19, 16:55, 2
2018-1-19, 17:0, 2
2018-1-19, 17:5, 2
2018-1-19, 17:10, 2
2018-1-19, 17:15, 2
2018-1-19, 17:20, 2
2018-1-19, 17:25, 2
2018-1-19, 17:30, 2
2018-1-19, 17:35, 2
2018-1-19, 17:40, 3
2018-1-19, 17:45, 3
2018-1-19, 17:50, 3
2018-1-19, 17:55, 3
2018-1-19, 18:0, 3
2018-1-19, 18:5, 3
2018-1-19, 18:10, 3
2018-1-19, 18:15, 3
2018-1-19, 18:20, 3
2018-1-19, 18:25, 4
2018-1-19, 18:30, 4
2018-1-19, 18:35, 4
2018-1-19, 18:40, 5
2018-1-19, 18:45, 5
2018-1-19, 18:50, 5
2018-1-19, 18:55, 5
2018-1-19, 19:0, 5
2018-1-19, 19:5, 5
2018-1-19, 19:10, 5
2018-1-19, 19:15, 5
2018-1-19, 19:20, 5
2018-1-19, 19:25, 5
2018-1-19, 19:30, 5
2018-1-19, 19:35, 5
2018-1-19, 19:40, 5
2018-1-19, 19:45, 5
2018-1-19, 19:50, 5
2018-1-19, 19:55, 6
2018-1-19, 20:0, 6
2018-1-19, 20:5, 6
2018-1-19, 20:10, 6
2018-1-19, 20:15, 8
2018-1-19, 20:20, 9
2018-1-19, 20:25, 9
2018-1-19, 20:30, 11
2018-1-19, 20:35, 11
2018-1-19, 20:40, 11
2018-1-19, 20:45, 11
2018-1-19, 20:50, 12
2018-1-19, 20:55, 12
2018-1-19, 21:0, 12
2018-1-19, 21:5, 12
2018-1-19, 21:10, 12
2018-1-19, 21:15, 12
2018-1-19, 21:20, 12
2018-1-19, 21:25, 12
2018-1-19, 21:30, 12
2018-1-19, 21:35, 12
2018-1-19, 21:40, 12
2018-1-19, 21:45, 13
2018-1-19, 21:50, 13
2018-1-19, 21:55, 15
2018-1-19, 22:0, 15
2018-1-19, 22:5, 17
2018-1-19, 22:10, 18
2018-1-19, 22:15, 18
2018-1-19, 22:20, 19
2018-1-19, 22:25, 19
2018-1-19, 22:30, 21
2018-1-19, 22:35, 22
2018-1-19, 22:40, 22
2018-1-19, 22:45, 22
2018-1-19, 22:50, 23
2018-1-19, 22:55, 23
2018-1-19, 23:0, 24
2018-1-19, 23:5, 25
2018-1-19, 23:10, 25
2018-1-19, 23:15, 25
2018-1-19, 23:20, 26
2018-1-19, 23:25, 28
2018-1-19, 23:30, 29
2018-1-19, 23:35, 30
2018-1-19, 23:40, 30
2018-1-19, 23:45, 31
2018-1-19, 23:50, 31
2018-1-19, 23:55, 31
2018-1-20, 0:0, 32
2018-1-20, 0:5, 32
2018-1-20, 0:10, 33
2018-1-20, 0:15, 33
2018-1-20, 0:20, 35
2018-1-20, 0:25, 35
2018-1-20, 0:30, 35
2018-1-20, 0:35, 35
2018-1-20, 0:40, 35
2018-1-20, 0:45, 35
